1311,agriculture clear primary road
1312,partly_cloudy primary
1313,haze primary
1314,clear primary
1315,haze primary
1316,blooming clear primary
1317,agriculture cultivation partly_cloudy primary
1318,partly_cloudy primary
1319,agriculture clear habitation primary road slash_burn
1320,agriculture haze primary water
1321,haze primary
1322,clear primary
1323,agriculture clear cultivation primary road
1324,clear primary
1325,agriculture clear primary road
1326,clear habitation primary road
1327,agriculture clear primary road
1328,agriculture partly_cloudy primary road
1329,clear primary water
1330,clear habitation primary road
1331,agriculture cultivation partly_cloudy primary road
1332,agriculture clear primary road
1333,agriculture clear primary road
1334,bare_ground clear primary road
1335,partly_cloudy primary
1336,cloudy
1337,clear primary selective_logging water
1338,clear primary water
1339,cloudy
1340,agriculture artisinal_mine clear cultivation habitation primary water
1341,agriculture clear road
1342,clear primary
1343,clear primary
1344,partly_cloudy primary
1345,clear primary
1346,agriculture clear primary
1347,agriculture clear habitation primary road
1348,agriculture clear primary road
1349,clear primary
1350,partly_cloudy primary
1351,clear primary
1352,clear cultivation primary water
1353,clear primary
1354,clear primary
1355,clear primary
1356,partly_cloudy primary
1357,partly_cloudy primary
1358,clear primary
1359,agriculture clear primary road
1360,cloudy
1361,agriculture clear primary
1362,clear primary
1363,haze primary road
1364,agriculture clear cultivation primary water
1365,agriculture clear primary
1366,agriculture clear habitation primary road
1367,clear primary
1368,partly_cloudy primary
1369,clear primary
1370,partly_cloudy primary
1371,clear primary
1372,clear primary
1373,agriculture clear cultivation primary
1374,cloudy
1375,clear primary
1376,agriculture partly_cloudy primary road
1377,clear primary
1378,cloudy
1379,agriculture clear primary
1380,clear cultivation primary
1381,clear primary
1382,partly_cloudy primary
1383,clear primary water
1384,agriculture haze primary water
1385,clear primary
1386,clear primary selective_logging
1387,clear primary
1388,agriculture clear primary road water
1389,haze primary road water
1390,agriculture clear cultivation primary
1391,cloudy
1392,clear primary
1393,agriculture clear primary road water
1394,clear primary
1395,clear primary
1396,haze primary
1397,clear primary
1398,agriculture partly_cloudy primary road
1399,clear primary
1400,clear habitation primary road
1401,agriculture clear cultivation habitation primary road water
1402,clear primary water
1403,agriculture clear primary
1404,partly_cloudy primary
1405,clear primary
1406,clear primary
1407,agriculture clear cultivation primary water
1408,bare_ground clear primary
1409,blooming clear primary
1410,haze primary
1411,bare_ground clear primary
1412,clear primary
1413,clear primary
1414,clear primary
1415,partly_cloudy primary
1416,clear primary
1417,clear primary water
1418,agriculture clear habitation primary road
1419,clear primary road water
1420,agriculture clear primary water
1421,bare_ground clear primary road
1422,clear primary
1423,agriculture clear cultivation primary
1424,clear primary
1425,clear primary
1426,clear primary
1427,clear primary
1428,clear primary
1429,clear primary
1430,agriculture clear primary
1431,agriculture clear cultivation primary
1432,clear primary
1433,clear primary
1434,clear cultivation primary
1435,clear primary
1436,artisinal_mine clear primary water
1437,clear primary
1438,clear primary
1439,agriculture clear cultivation habitation primary road
1440,partly_cloudy primary
1441,agriculture cultivation partly_cloudy primary
1442,partly_cloudy primary
1443,clear habitation primary road
1444,agriculture clear primary water
1445,agriculture clear primary
1446,agriculture clear primary road
1447,clear primary
1448,clear primary
1449,clear primary
1450,cloudy
1451,clear primary
1452,clear primary
1453,agriculture cultivation partly_cloudy primary road
1454,haze primary
1455,agriculture clear primary road
1456,agriculture haze
1457,clear primary
1458,clear primary
1459,clear primary
1460,clear primary
1461,clear primary
1462,clear primary
1463,clear primary
1464,clear primary
1465,agriculture clear cultivation cultivation habitation primary road slash_burn water
1466,clear primary
1467,clear primary
1468,partly_cloudy primary water
1469,partly_cloudy primary
1470,clear primary
1471,haze primary
1472,clear primary
1473,agriculture clear road
1474,agriculture partly_cloudy primary road
1475,partly_cloudy primary
1476,agriculture bare_ground clear habitation road
1477,partly_cloudy primary
1478,clear primary
1479,cloudy
1480,clear primary water
1481,agriculture partly_cloudy primary
1482,agriculture clear cultivation primary
1483,cloudy
1484,clear primary
1485,agriculture clear primary road water
1486,cloudy
1487,clear primary
1488,clear primary
1489,agriculture cultivation partly_cloudy primary
1490,cloudy
1491,clear primary
1492,cloudy
1493,clear primary road water
1494,partly_cloudy primary
1495,clear primary
1496,haze primary
1497,agriculture cultivation partly_cloudy primary road
1498,clear primary
1499,agriculture clear cultivation primary water
1500,cloudy
1501,agriculture clear habitation primary road
1502,clear cultivation primary slash_burn
1503,clear primary water
1504,clear primary
1505,clear primary water
1506,clear primary
1507,agriculture haze primary
1508,clear primary
1509,agriculture clear primary water
1510,partly_cloudy primary
1511,clear primary
1512,partly_cloudy primary
1513,clear primary
1514,clear primary
1515,clear primary
1516,agriculture habitation haze primary road
1517,cultivation habitation partly_cloudy primary
1518,clear primary water
1519,clear habitation primary water
1520,cloudy
1521,clear primary
1522,clear primary
1523,partly_cloudy primary
1524,clear primary
1525,agriculture clear habitation primary road
1526,partly_cloudy primary road
1527,agriculture clear habitation primary
1528,clear primary water
1529,clear cultivation habitation primary road water
1530,clear primary
1531,clear water
1532,clear primary water
1533,artisinal_mine clear primary water
1534,agriculture partly_cloudy primary
1535,clear primary
1536,clear cultivation primary
1537,agriculture clear primary road
1538,cloudy
1539,clear primary water
1540,agriculture clear primary water
1541,clear primary
1542,clear primary water
1543,agriculture clear habitation road
1544,clear primary
1545,agriculture partly_cloudy primary road
1546,agriculture haze primary road
1547,clear primary
1548,clear primary water
1549,partly_cloudy primary water
1550,cloudy
1551,cloudy
1552,agriculture clear cultivation primary
1553,clear primary
1554,agriculture clear cultivation primary
1555,partly_cloudy primary road
1556,clear primary water
1557,clear primary
1558,agriculture haze primary
1559,agriculture cultivation haze primary
1560,clear primary road water
1561,clear primary
1562,haze primary
1563,agriculture clear primary
1564,agriculture clear habitation primary slash_burn water
1565,partly_cloudy primary
1566,agriculture bare_ground clear habitation primary
1567,clear primary
1568,clear primary
1569,clear primary
1570,clear primary
1571,haze primary
1572,clear primary
1573,partly_cloudy primary
1574,clear primary
1575,clear primary
1576,clear primary
1577,clear primary
1578,cloudy
1579,clear primary
1580,cloudy
1581,agriculture clear cultivation primary
1582,clear cultivation habitation primary road
1583,clear primary
1584,partly_cloudy primary
1585,haze primary
1586,clear primary road
1587,agriculture clear primary road water
1588,clear primary
1589,blooming clear cultivation primary
1590,clear primary
1591,agriculture clear habitation primary
1592,cultivation haze primary
1593,clear primary
1594,agriculture habitation haze primary road
1595,clear primary
1596,haze primary water
1597,agriculture partly_cloudy primary
1598,cloudy
1599,agriculture clear cultivation habitation primary road
1600,agriculture partly_cloudy primary water
1601,partly_cloudy primary
1602,clear primary
1603,partly_cloudy primary road
1604,haze primary
1605,agriculture partly_cloudy primary
1606,partly_cloudy primary
1607,partly_cloudy primary
1608,clear cultivation primary
1609,partly_cloudy primary
1610,agriculture clear primary road
1611,clear water
1612,clear primary
1613,partly_cloudy primary
1614,partly_cloudy primary
1615,clear primary
1616,clear primary
1617,clear primary
1618,partly_cloudy primary water
1619,partly_cloudy primary
1620,partly_cloudy primary
1621,clear primary
1622,clear primary
1623,bare_ground clear primary
1624,agriculture clear primary road
1625,partly_cloudy primary
1626,agriculture clear habitation primary road
1627,clear primary
1628,agriculture partly_cloudy primary
1629,clear primary
1630,partly_cloudy primary
1631,agriculture clear primary
1632,partly_cloudy primary water
1633,clear primary
1634,agriculture clear primary road
1635,agriculture partly_cloudy primary road
1636,agriculture partly_cloudy primary water
1637,clear primary
1638,clear primary
1639,haze primary road
1640,clear primary
1641,agriculture partly_cloudy primary road
1642,haze primary
1643,clear primary
1644,clear primary
1645,agriculture cultivation partly_cloudy primary
1646,agriculture haze primary water
1647,clear primary water
1648,partly_cloudy primary
1649,agriculture clear cultivation primary road
1650,agriculture clear cultivation primary road
1651,partly_cloudy primary road water
1652,clear primary
1653,clear primary
1654,clear primary
1655,clear primary
1656,agriculture clear primary
1657,clear primary
1658,clear primary
1659,clear primary
1660,agriculture clear habitation primary road
1661,clear primary water
1662,cloudy
1663,cloudy
1664,agriculture clear habitation primary road
1665,partly_cloudy primary water
1666,agriculture partly_cloudy primary road water
1667,partly_cloudy primary
1668,clear primary
1669,blooming clear primary
1670,cloudy
1671,agriculture clear primary water
1672,clear primary road selective_logging
1673,clear primary
1674,clear primary
1675,clear primary
1676,agriculture clear primary
1677,partly_cloudy primary
1678,clear primary
1679,agriculture clear habitation primary road
1680,haze primary
1681,clear primary
1682,clear primary water
1683,agriculture clear primary road water
1684,clear primary
1685,clear primary
1686,clear primary road water
1687,agriculture clear habitation primary road
1688,clear primary
1689,artisinal_mine clear primary water
1690,clear primary road
1691,agriculture cultivation habitation partly_cloudy primary road water
1692,partly_cloudy primary water
1693,clear cultivation habitation primary
1694,agriculture clear cultivation cultivation primary road
1695,clear primary
1696,clear primary
1697,partly_cloudy primary
1698,cloudy
1699,clear primary
1700,partly_cloudy primary water
1701,clear primary
1702,agriculture partly_cloudy primary road
1703,haze primary
1704,cloudy
1705,clear habitation primary road water
1706,clear primary
1707,cloudy
1708,agriculture clear cultivation primary
1709,partly_cloudy primary
1710,clear primary
1711,cloudy
1712,agriculture cultivation partly_cloudy primary road
1713,clear primary
1714,clear primary water
1715,clear primary water
1716,clear primary
1717,cloudy
1718,agriculture clear primary
1719,clear primary
1720,clear primary
1721,clear primary selective_logging
1722,cloudy
1723,clear primary road
1724,agriculture clear primary road
1725,agriculture clear habitation primary road water
1726,agriculture partly_cloudy primary water
1727,agriculture clear primary
1728,agriculture clear primary
1729,haze primary
1730,partly_cloudy primary
1731,clear primary
1732,partly_cloudy primary water
1733,blooming clear primary
1734,clear primary
1735,agriculture clear primary water
1736,agriculture haze primary water
1737,agriculture clear primary road
1738,cloudy
1739,haze primary
1740,agriculture clear primary
1741,clear primary
1742,clear habitation primary road
1743,agriculture cultivation habitation partly_cloudy primary road
1744,clear primary
1745,clear primary water
1746,clear primary water
1747,agriculture cultivation partly_cloudy primary
1748,haze primary
1749,agriculture partly_cloudy primary road
1750,clear primary
1751,partly_cloudy primary
1752,agriculture habitation partly_cloudy primary road
1753,clear primary
1754,clear primary
1755,agriculture clear habitation primary road
1756,cloudy
1757,haze primary
1758,haze primary
1759,clear primary
1760,clear primary
1761,clear primary
1762,agriculture clear cultivation primary
1763,clear primary
1764,agriculture cultivation haze primary
1765,partly_cloudy primary
1766,clear primary
1767,agriculture partly_cloudy primary road
1768,agriculture clear primary water
1769,clear primary
1770,clear primary
1771,agriculture clear road
1772,partly_cloudy primary
1773,clear primary
1774,clear primary
1775,clear primary road water
1776,cloudy
1777,cloudy
1778,clear primary
1779,clear primary water
1780,clear primary
1781,agriculture clear habitation primary road
1782,cloudy
1783,agriculture clear cultivation primary
1784,clear primary
1785,agriculture clear primary road
1786,cloudy
1787,agriculture clear primary road
1788,clear primary
1789,agriculture partly_cloudy primary road
1790,agriculture clear habitation primary road water
1791,clear primary water
1792,clear primary water
1793,cloudy
1794,agriculture cultivation partly_cloudy primary
1795,partly_cloudy primary
1796,clear primary
1797,clear primary water
1798,haze primary road
1799,clear primary
1800,clear primary
1801,agriculture haze primary road
1802,clear primary
1803,clear primary
1804,agriculture cultivation haze primary
1805,clear primary
1806,clear primary
1807,blooming clear primary
1808,clear primary blooming
1809,agriculture clear cultivation primary road
1810,clear primary blooming
1811,clear primary
1812,clear habitation road
1813,agriculture clear primary
1814,partly_cloudy primary road water
1815,agriculture clear primary road
1816,agriculture clear habitation primary road
1817,clear primary
1818,agriculture partly_cloudy primary road
1819,agriculture clear primary road
1820,partly_cloudy primary
1821,haze primary
1822,agriculture clear primary road
1823,agriculture clear primary
1824,partly_cloudy primary
1825,clear primary
1826,agriculture clear primary water
1827,partly_cloudy primary
1828,partly_cloudy primary agriculture water
1829,agriculture clear primary
1830,clear primary
1831,clear primary
1832,clear primary
1833,clear primary road
1834,agriculture clear cultivation primary water
1835,clear primary
1836,cloudy
1837,clear primary
1838,partly_cloudy primary
1839,clear primary
1840,agriculture cultivation haze primary road water
1841,clear primary
1842,clear primary water
1843,agriculture clear primary water
1844,partly_cloudy primary
1845,clear primary
1846,cultivation partly_cloudy primary
1847,artisinal_mine clear primary water
1848,agriculture partly_cloudy primary
1849,cloudy
1850,partly_cloudy primary water
1851,clear primary
1852,clear primary
1853,partly_cloudy primary water
1854,haze primary road water
1855,clear primary
1856,cloudy
1857,partly_cloudy primary slash_burn
1858,clear primary
1859,agriculture partly_cloudy primary
1860,agriculture cultivation partly_cloudy primary
1861,clear primary road water
1862,agriculture partly_cloudy primary
1863,partly_cloudy primary
1864,clear primary
1865,agriculture clear primary road
1866,clear primary
1867,agriculture partly_cloudy primary
1868,clear cultivation primary
1869,partly_cloudy primary water
1870,clear primary
1871,clear primary
1872,haze primary
1873,partly_cloudy primary
1874,agriculture cultivation haze primary
1875,partly_cloudy primary
1876,cloudy
1877,clear primary
1878,agriculture clear primary road
1879,cultivation partly_cloudy primary selective_logging
1880,haze primary
1881,agriculture clear primary
1882,clear primary water
1883,clear primary
1884,artisinal_mine clear primary water
1885,agriculture clear habitation primary road
1886,clear primary
1887,clear primary
1888,clear habitation primary road water
1889,agriculture clear primary road
1890,clear primary
1891,clear primary
1892,agriculture partly_cloudy primary
1893,partly_cloudy primary
1894,agriculture habitation partly_cloudy primary road
1895,clear primary
1896,agriculture clear primary road water
1897,clear primary
1898,clear primary
1899,clear primary
1900,clear primary
1901,agriculture clear cultivation primary water
1902,clear primary
1903,partly_cloudy primary
1904,clear primary water
1905,haze primary water
1906,clear primary
1907,clear primary
1908,clear primary road water
1909,agriculture clear cultivation primary water
1910,bare_ground clear water
1911,clear primary
1912,bare_ground clear habitation primary road
1913,clear primary road
1914,partly_cloudy primary
1915,clear primary
1916,cloudy
1917,artisinal_mine clear primary water
1918,agriculture clear primary road water
1919,clear primary
1920,clear primary
1921,cloudy
1922,partly_cloudy primary
1923,clear primary road water
1924,agriculture clear cultivation habitation primary
1925,clear primary water
1926,agriculture clear primary road
1927,clear primary
1928,partly_cloudy primary
1929,agriculture habitation partly_cloudy primary road
1930,agriculture clear cultivation primary
1931,clear primary
1932,clear primary
1933,cloudy
1934,clear primary
1935,agriculture clear habitation primary road
1936,clear primary water
1937,clear primary
1938,cloudy
1939,agriculture clear cultivation primary water
1940,clear primary road water
1941,agriculture habitation partly_cloudy primary road water
1942,partly_cloudy primary
1943,clear primary
1944,clear primary
1945,clear primary
1946,clear primary road water
1947,clear primary
1948,blooming clear primary
1949,clear primary water
1950,agriculture clear primary
1951,agriculture clear cultivation primary
1952,partly_cloudy primary
1953,clear primary
1954,partly_cloudy primary water
1955,agriculture clear cultivation primary water
1956,clear primary
1957,clear primary selective_logging
1958,clear primary
1959,clear primary
1960,clear primary
1961,clear primary
1962,agriculture haze primary water
1963,partly_cloudy primary
1964,bare_ground clear primary road
1965,clear primary
1966,agriculture clear primary road
1967,partly_cloudy primary
1968,cloudy
1969,cloudy
1970,partly_cloudy primary water
1971,agriculture cultivation habitation haze primary road
1972,partly_cloudy primary
1973,clear primary
1974,clear primary
1975,agriculture clear habitation primary
1976,clear primary
1977,clear primary water
1978,clear primary
1979,clear primary
1980,clear primary
1981,clear primary
1982,agriculture clear cultivation primary
1983,clear primary
1984,clear primary
1985,clear primary water
1986,clear habitation primary road
1987,agriculture clear primary
1988,agriculture clear habitation primary road
1989,partly_cloudy primary
1990,agriculture clear primary road
1991,haze primary
1992,clear primary
1993,clear primary
1994,clear primary
1995,habitation haze primary
1996,cloudy
1997,clear primary
1998,clear primary
1999,clear primary
